Year,District,State,Total,20&Over,19,17-18,15-16,13-14,11-12,9-10,7-8,6&U
2020,Southeastern,TN,-42,-16,2,3,0,0,-2,-3,-6,-20
2020,Southeastern,VA,-248,-136,-6,-2,-7,13,-36,-16,-32,-26
2021,Atlantic,DE,30,19,-1,3,0,4,4,-1,1,1
2021,Atlantic,E PA,383,265,14,8,44,11,15,2,3,21
2021,Atlantic,NJ,560,176,12,41,54,12,42,72,64,87
2021,Central,IL,540,397,17,23,-17,25,48,22,-15,40
2021,Central,IA,103,18,5,4,7,14,5,2,6,42
2021,Central,KS,26,10,2,-2,2,4,2,1,3,4
2021,Central,MO,280,51,7,0,12,24,35,50,40,61
2021,Central,NE,48,4,0,9,4,10,6,-2,8,9
2021,Central,WI,1118,454,10,2,-3,75,48,109,137,286
2021,Massachusetts,MA,1828,389,52,93,-14,53,139,158,323,635
2021,Michigan,MI,1142,393,29,85,39,59,99,86,139,213
2021,Mid-American,IN,107,53,-1,11,13,4,8,6,29,-16
2021,Mid-American,KY,25,7,-1,1,2,2,9,3,10,-8
2021,Mid-American,OH,336,88,18,29,-9,23,48,42,40,57
2021,Mid-American,W PA,228,59,4,20,18,4,41,4,52,26
2021,Mid-American,WV,22,12,3,-1,4,-6,0,1,7,2
2021,Minnesota,MN,1139,562,48,-120,-285,-12,122,143,354,327
2021,New England,CT,408,95,19,5,-18,29,0,67,64,147
2021,New England,ME,245,46,12,-8,-18,0,8,36,39,130
2021,New England,NH,190,49,1,-2,-13,15,8,11,46,75
2021,New England,RI,147,61,1,12,2,10,24,-14,16,35
2021,New England,VT,194,85,8,0,-24,12,-31,12,41,91
2021,New York,NY,1274,423,18,-15,-16,67,58,186,211,342
2021,Northern Plains,MT,249,136,-3,5,3,28,15,10,19,36
2021,Northern Plains,ND,55,3,-20,2,15,12,27,7,35,-26
2021,Northern Plains,SD,45,3,4,-2,2,12,10,8,3,5
2021,Northern Plains,WY,104,56,2,14,-2,9,8,-15,12,20
2021,Pacific,AK,520,303,3,15,15,-4,37,17,23,111
2021,Pacific,CA,1540,810,14,7,47,108,82,171,205,96
2021,Pacific,HI,-1,-2,0,0,0,1,0,0,0,0
2021,Pacific,NV,237,90,2,3,23,11,35,32,38,3
2021,Pacific,OR,114,55,1,8,-4,5,9,25,9,6
2021,Pacific,WA,816,470,7,22,38,46,15,74,70,74
2021,Rocky Mountain,AZ,259,52,10,-12,25,15,10,58,63,38
2021,Rocky Mountain,CO,898,567,25,-12,55,-21,65,55,88,76
2021,Rocky Mountain,ID,231,124,5,3,-4,16,1,36,17,33
2021,Rocky Mountain,NM,97,46,0,6,-2,3,9,7,13,15
2021,Rocky Mountain,OK,24,6,0,1,-1,4,6,8,3,-3
2021,Rocky Mountain,TX,367,127,5,9,13,36,38,76,44,19
2021,Rocky Mountain,UT,129,104,4,-13,6,-4,11,6,13,2
2021,Southeastern,AL,37,7,0,2,-2,9,8,-6,12,7
2021,Southeastern,AR,17,2,0,0,1,6,-2,0,8,2
2021,Southeastern,DC,98,39,1,3,-2,3,1,7,2,44
2021,Southeastern,FL,370,163,-2,18,9,16,32,59,46,29
2021,Southeastern,GA,48,19,0,0,5,2,4,4,10,4
2021,Southeastern,LA,5,7,0,0,1,-1,-1,-1,3,-3
2021,Southeastern,MD,310,157,12,4,15,14,2,44,37,25
2021,Southeastern,MS,-2,2,0,-1,2,0,-3,-1,-1,0
2021,Southeastern,NC,212,32,5,5,6,28,17,59,50,10
2021,Southeastern,SC,70,30,0,5,1,4,7,7,13,3
2021,Southeastern,TN,82,9,-3,11,22,2,11,10,5,15
2021,Southeastern,VA,269,122,3,-2,30,34,12,12,38,20
2022,Atlantic,DE,11,-2,2,-1,3,3,1,3,-3,5
2022,Atlantic,E PA,58,-4,11,24,2,24,19,21,-23,-16
2022,Atlantic,NJ,124,19,3,36,-7,-6,0,5,72,2
2022,Central,IL,99,22,6,-4,21,3,-6,5,27,25
2022,Central,IA,-13,7,-5,-5,13,8,-18,2,2,-17
2022,Central,KS,25,3,-1,2,1,3,3,5,4,5
2022,Central,MO,133,34,-1,7,8,28,20,26,17,-6
2022,Central,NE,11,2,0,8,-10,-3,9,4,3,-2
2022,Central,WI,70,28,3,-16,37,14,41,-1,20,-56
2022,Massachusetts,MA,-8,34,2,-36,-36,20,-74,41,85,-44
2022,Michigan,MI,90,-6,15,19,10,37,27,-19,58,-51
2022,Mid-American,IN,14,-7,6,11,0,-9,9,0,6,-2
2022,Mid-American,KY,38,13,0,5,-1,5,8,4,-2,6
2022,Mid-American,OH,234,36,10,-6,12,41,-3,56,64,24
2022,Mid-American,W PA,73,-2,6,-12,5,28,-5,29,22,2
2022,Mid-American,WV,51,31,1,10,-6,7,5,2,1,0
2022,Minnesota,MN,-22,145,-12,-42,1,21,73,50,-141,-117
2022,New England,CT,-18,20,5,-5,4,11,-4,-56,62,-55
2022,New England,ME,42,-7,-1,-19,7,-8,12,11,20,27
2022,New England,NH,52,31,5,21,3,7,-3,8,4,-24
2022,New England,RI,16,2,2,9,11,0,-4,8,-16,4
2022,New England,VT,29,-10,8,1,17,15,19,9,-2,-28
2022,New York,NY,348,125,38,0,27,13,7,57,120,-39
2022,Northern Plains,MT,21,-15,-4,-5,11,-5,15,9,19,-4
2022,Northern Plains,ND,13,10,5,15,23,-20,19,24,-20,-43
2022,Northern Plains,SD,-7,2,1,1,1,-2,7,0,-13,-4
2022,Northern Plains,WY,2,1,6,-8,3,7,-10,1,5,-3
2022,Pacific,AK,198,135,4,21,-2,25,-11,14,32,-20
2022,Pacific,CA,376,121,2,0,32,-6,68,32,47,80
2022,Pacific,HI,19,13,0,0,0,-1,1,4,2,0
2022,Pacific,NV,-73,-38,2,1,-2,10,-9,-16,-23,2
2022,Pacific,OR,44,50,1,11,0,-3,-5,7,-16,-1
2022,Pacific,WA,177,112,10,-8,16,-20,61,-1,30,-23
2022,Rocky Mountain,AZ,167,78,-4,13,12,3,11,15,18,21
2022,Rocky Mountain,CO,283,61,-6,43,5,27,53,0,60,40
2022,Rocky Mountain,ID,65,77,-2,0,2,-17,11,-17,23,-12
2022,Rocky Mountain,NM,52,32,0,2,5,5,4,9,3,-8
2022,Rocky Mountain,OK,21,4,2,1,-1,1,-1,-1,0,16
2022,Rocky Mountain,TX,-11,-10,-1,-4,3,17,18,-17,7,-24
2022,Rocky Mountain,UT,18,19,-2,-2,11,0,6,-6,-6,-2
2022,Southeastern,AL,9,-2,4,-3,9,2,4,4,2,-11
2022,Southeastern,AR,-1,2,0,-2,2,-2,2,4,-1,-6
2022,Southeastern,DC,-8,22,4,-3,9,1,4,-13,7,-39
2022,Southeastern,FL,117,60,7,3,14,-3,30,-1,7,0
2022,Southeastern,GA,16,11,3,0,0,-8,2,-1,3,6
2022,Southeastern,LA,-3,-4,0,0,0,-2,2,2,-2,1
2022,Southeastern,MD,73,36,0,23,9,13,1,-6,7,-10
2022,Southeastern,MS,9,4,0,0,-1,0,-1,4,1,2
2022,Southeastern,NC,75,14,-5,3,7,10,26,6,8,6
2022,Southeastern,SC,10,5,1,2,2,8,-4,-6,-2,4
2022,Southeastern,TN,47,0,-1,9,-1,7,-1,-1,23,12
2022,Southeastern,VA,117,40,16,3,24,-6,4,16,9,11
